vOTU,Virulent,Temperate,provirus,completeness,checkv_quality,lifestyle,lifestyle_prediction_method
cn_080913_2_rerun_000000000727,0.8806952057417549,0.11930479425824539,No,27.24,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000728,0.9107929515418502,0.08920704845814986,No,8.15,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000729,0.9701541850220264,0.02984581497797357,No,NA,Not-determined,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000730,0.8375,0.1625,No,21.32,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000733,0.9875,0.0125,No,8.2,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000734,0.8875,0.1125,No,17.37,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000735,0.972522026431718,0.027477973568281938,No,51.19,Medium-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000736,0.9930886646826714,0.006911335317328651,No,15.38,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000741,0.8118782016546146,0.1881217983453865,No,10.65,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000742,0.9352422907488986,0.06475770925110133,No,3.61,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000743,0.8337274312024956,0.16627256879750493,Yes,30.24,Low-quality,lysogenic,checkv
cn_080913_2_rerun_000000000745,0.9706919125995302,0.029308087400469807,No,6.48,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000746,0.0125,0.9875,No,NA,Not-determined,lysogenic,bacphlip
cn_080913_2_rerun_000000000747,0.025,0.975,No,20.25,Low-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000748,0.8118782016546146,0.1881217983453865,No,12.06,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000749,1,0,No,20.26,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000750,0.6875,0.3125,Yes,76.49,Medium-quality,lysogenic,checkv
cn_080913_2_rerun_000000000751,0,1,No,20.26,Low-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000753,0.8118782016546146,0.1881217983453865,No,34.86,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000754,0.0125,0.9875,No,11.82,Low-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000760,0.6434190611584424,0.35658093884155767,No,6.26,Low-quality,unclear,Not-determined
cn_080913_2_rerun_000000000762,0.95,0.05,No,59.73,Medium-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000764,0.9320112779837082,0.06798872201629169,No,3.34,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000765,0.9875,0.0125,No,14.39,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000766,0.8833535288807883,0.11664647111921193,No,7.06,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000768,0.075,0.925,No,38.34,Low-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000769,0.05,0.95,No,7.12,Low-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000770,0.053110691114389416,0.9468893088856106,No,26.29,Low-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000771,0,1,No,100,High-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000772,0,1,No,56.04,Medium-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000778,0.826223457676789,0.173776542323212,No,16,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000780,0.9612156186452292,0.03878438135477076,No,1.95,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000781,0.8375,0.1625,No,53.94,Medium-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000783,0.8950404617639294,0.10495953823607088,No,5.76,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000784,0.8118782016546146,0.1881217983453865,No,3.02,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000786,0.8118782016546146,0.1881217983453865,No,3.65,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000787,0,1,No,15.3,Low-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000789,1,0,No,9.33,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000790,0.7,0.3,No,68.46,Medium-quality,unclear,Not-determined
cn_080913_2_rerun_000000000791,0.9677863436123347,0.0322136563876652,No,14.96,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000792,0.8118782016546146,0.1881217983453865,No,48.21,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000793,0.8875,0.1125,No,11.93,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000794,0.125,0.875,No,17.8,Low-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000796,0.724694777917064,0.2753052220829365,No,19.78,Low-quality,unclear,Not-determined
cn_080913_2_rerun_000000000797,0.8118782016546146,0.1881217983453865,No,14.21,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000798,0.8267460430643061,0.17325395693569484,No,34.62,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000799,0.9751101321585903,0.02488986784140969,No,7.8,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000801,1,0,No,100,Complete,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000803,0.8118782016546146,0.1881217983453865,No,16.58,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000804,0.025,0.975,No,52.29,Medium-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000806|provirus_16377_50716,0.925,0.075,No,92.57,High-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000808|provirus_5575_40137,0,1,No,100,High-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000809|provirus_1_42983,0.8170437555349706,0.18295624446502967,Yes,70.83,Medium-quality,lysogenic,checkv
cn_080913_2_rerun_000000000810|provirus_3_14937,0,1,No,50.1,Medium-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000811|provirus_25688_46381,0,1,No,59.69,Medium-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000812|provirus_3581_45335,0.225,0.775,No,99.14,High-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000813|provirus_3149_24284,0.060544611819235226,0.9394553881807648,No,46.11,Low-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000814|provirus_12392_64071,0.0375,0.9625,Yes,100,Complete,lysogenic,checkv & bacphlip
cn_080913_2_rerun_000000000816|provirus_156_56722,0.075,0.925,No,100,High-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000817,0.775,0.225,No,32.97,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000818|provirus_3_29738,0.625,0.375,No,58.44,Medium-quality,unclear,Not-determined
cn_080913_2_rerun_000000000819|provirus_2569_9863,0.9875,0.0125,No,12.11,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000820|provirus_1_9974,0,1,No,11.98,Low-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000821,0.0125,0.9875,Yes,28.29,Low-quality,lysogenic,checkv & bacphlip
cn_080913_2_rerun_000000000823|provirus_23557_42550,0.925,0.075,No,44.19,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000824|provirus_19087_34078,0.7722549534196096,0.22774504658039038,No,32.88,Low-quality,lytic,checkv & bacphlip
cn_080913_2_rerun_000000000826|provirus_6627_26832,0.025,0.975,No,40.34,Low-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000827|provirus_114_45600,0.1375,0.8625,No,93.75,High-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000828|provirus_1_29677,0.225,0.775,No,51.86,Medium-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000829|provirus_4254_20268,0,1,No,38.57,Low-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000830|provirus_21620_72843,0.0125,0.9875,No,97.88,High-quality,lysogenic,bacphlip
cn_080913_2_rerun_000000000831,0.025,0.975,Yes,34.82,Low-quality,lysogenic,checkv & bacphlip
cn_080913_2_rerun_000000000832|provirus_26266_85420,0,1,No,59.31,Medium-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000001,0,1,No,17.42,Low-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000002,0.9972986238568456,0.002701376143154288,No,26.07,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000003,0.8234150876327359,0.17658491236726478,No,7.97,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000004,0.45,0.55,No,65.76,Medium-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000005,0.931779094256249,0.06822090574375078,No,27.22,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000006,0,1,No,59.15,Medium-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000007,0.8118782016546146,0.1881217983453865,No,14.84,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000008,0.025,0.975,No,8.5,Low-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000009,0.9875,0.0125,No,24.19,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000010,0.6369461765671153,0.3630538234328848,No,100,High-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000011,0.76544370097772,0.23455629902228087,No,27.55,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000012,0.8575440528634362,0.1424559471365639,No,100,Complete,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000013,0,1,No,37.01,Low-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000014,0.8118782016546146,0.1881217983453865,No,4.04,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000016,0.8800312501502798,0.11996874984972046,No,17.51,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000017,0.8440918580422796,0.15590814195772124,No,NA,Not-determined,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000018,0.8118782016546146,0.1881217983453865,No,19.01,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000020,0.325,0.675,No,49.11,Low-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000021,0.9987156186452293,0.0012843813547707623,No,4.57,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000022,1,0,No,46.52,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000023,0,1,No,43.52,Low-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000024,0,1,No,28.14,Low-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000025,0.7712675105402251,0.22873248945977562,No,53.59,Medium-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000026,0.8871833993553088,0.11281660064469141,No,4.41,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000027,0.7818121223594604,0.2181878776405405,No,10.76,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000028,0.8118782016546146,0.1881217983453865,No,26.64,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000029,0.8118782016546146,0.1881217983453865,No,11.78,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000031,0.9117103416003743,0.08828965839962563,No,100,Complete,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000032,0,1,No,64.85,Medium-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000033,0.8118782016546146,0.1881217983453865,No,16.47,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000034,0.9001101321585903,0.0998898678414097,No,47.99,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000036,0.9284736410929751,0.07152635890702505,No,12.72,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000039,0.8118782016546146,0.1881217983453865,No,7.14,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000040,0.8118782016546146,0.1881217983453865,No,12.73,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000041,0.9875,0.0125,No,83.98,Medium-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000043,0.9602261948935176,0.03977380510648237,No,20.47,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000045,0.8242680694960243,0.17573193050397679,No,32.25,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000046,0.868308928999852,0.13169107100014804,No,99.96,High-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000047,0.8375,0.1625,No,NA,Not-determined,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000049,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000050,1,0,No,25.72,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000051|provirus_12533_50647,0,1,No,97.78,High-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000052,0.8410650399620725,0.15893496003792842,No,7.43,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000053,0.8118782016546146,0.1881217983453865,No,12.93,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000057,0.8118782016546146,0.1881217983453865,No,12.79,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000058,0.8118782016546146,0.1881217983453865,No,13.9,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000059|provirus_10934_34436,0.8093469539058213,0.19065304609417855,No,60.12,Medium-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000061,0,1,No,21.33,Low-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000063,0.9,0.1,No,58.58,Medium-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000064,0,1,No,30.87,Low-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000065,0.48017621145374456,0.5198237885462554,No,4.75,Low-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000066,0.4,0.6,No,27.7,Low-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000067,0.9730882822564713,0.02691171774352864,No,14.81,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000068,0.9341547649940753,0.06584523500592479,No,70.36,Medium-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000069,0.9612921525943756,0.0387078474056244,No,NA,Not-determined,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000070,0.8118782016546146,0.1881217983453865,No,20.79,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000071,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000073,0.788573246180469,0.2114267538195314,No,39.39,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000074,0.8375,0.1625,No,100,Complete,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000075,0.9920122558622694,0.00798774413773062,No,18.64,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000076,0.8118782016546146,0.1881217983453865,No,21.79,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000077,0.7476321585903085,0.2523678414096916,No,100,High-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000078,0.8118782016546146,0.1881217983453865,No,12.9,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000079,0.9547916206571895,0.04520837934281032,No,34.61,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000082,0.8336573783816347,0.16634262161836616,No,10.58,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000086,0.8653083700440529,0.13469162995594716,No,36.78,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000088,0.8118782016546146,0.1881217983453865,No,55.4,Medium-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000090,0.8713217048610087,0.1286782951389919,No,11.02,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000091,0.5491368286445013,0.4508631713554987,No,NA,Not-determined,unclear,Not-determined
cn_080913_8_1_ph_rerun_000000000093,1,0,No,38.14,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000094,0.724694777917064,0.2753052220829365,No,14.59,Low-quality,unclear,Not-determined
cn_080913_8_1_ph_rerun_000000000095,0.9696003615891415,0.03039963841085837,No,22.78,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000096,0.05,0.95,No,78.98,Medium-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000097,0.8118782016546146,0.1881217983453865,No,8.62,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000098,0.8317019902008699,0.16829800979913095,No,13.86,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000100,0.9451541850220263,0.05484581497797357,No,30,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000101,0.9625,0.0375,No,35.29,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000102,0.8118782016546146,0.1881217983453865,No,24.67,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000103,0.8118782016546146,0.1881217983453865,No,11.08,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000104,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000105,0.7965414701955521,0.2034585298044485,No,2.81,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000106,0.8118782016546146,0.1881217983453865,No,14.4,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000108,0.8118782016546146,0.1881217983453865,No,23.87,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000109,0.8848696795023974,0.11513032049760293,No,37.97,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000111,0.8800312501502798,0.11996874984972046,No,3.9,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000112,0.9144874735990595,0.08551252640094044,No,14.91,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000113,0.9875,0.0125,No,65.52,Medium-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000114,0.8118782016546146,0.1881217983453865,No,10.53,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000115,0.997522026431718,0.0024779735682819385,No,2.47,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000117,0.0125,0.9875,Yes,18.09,Low-quality,lysogenic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000118,0.8118782016546146,0.1881217983453865,No,19.73,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000119,0.9370052770448549,0.06299472295514512,No,20.37,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000123,0.0125,0.9875,No,79.75,Medium-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000124,0.0125,0.9875,No,72.22,Medium-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000125,0.8263964143164042,0.17360358568359646,No,18,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000126,0.8118782016546146,0.1881217983453865,No,15.28,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000127,0.775,0.225,No,13.35,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000128,0.7714771172840174,0.22852288271598292,No,10.48,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000130,0.9154185022026432,0.08458149779735688,No,20.29,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000132,0.9320112779837082,0.06798872201629169,No,25.92,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000133,0.8375,0.1625,No,67.16,Medium-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000134,0.8118782016546146,0.1881217983453865,No,2.83,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000135,0.0375,0.9625,No,100,High-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000136,0.8461605166393262,0.15383948336067438,No,7.25,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000137,0,1,No,84.69,Medium-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000139,0.05,0.95,No,78.21,Medium-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000140,0.931779094256249,0.06822090574375078,No,26.33,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000141,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000142,0,1,No,79.48,Medium-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000143,0.8225797543273679,0.1774202456726331,No,16.05,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000145,0.1375,0.8625,No,67.9,Medium-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000146,0.8461605166393262,0.15383948336067438,No,14.25,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000147,0.44752202643171807,0.5524779735682819,No,10.53,Low-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000150,0.9640794740852714,0.035920525914728545,No,7.72,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000151,0.8234150876327359,0.17658491236726478,Yes,7.02,Low-quality,lysogenic,checkv
cn_080913_8_1_ph_rerun_000000000152,0.906389011557145,0.09361098844285516,No,33.48,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000154,0.7061500139504712,0.2938499860495293,No,NA,Not-determined,unclear,Not-determined
cn_080913_8_1_ph_rerun_000000000156,0.8152193465783952,0.18478065342160582,No,NA,Not-determined,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000158,0.9875,0.0125,No,30.46,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000159,0.9875,0.0125,No,23.05,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000160,0.9730882822564713,0.02691171774352864,No,6.76,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000161,0.7740478051788435,0.22595219482115722,Yes,26.17,Low-quality,lysogenic,checkv
cn_080913_8_1_ph_rerun_000000000162,0.9380506607929515,0.06194933920704848,No,14.82,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000164,0.8833535288807883,0.11664647111921193,No,12.02,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000165,0,1,No,99.39,High-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000166,0.8118782016546146,0.1881217983453865,No,17.36,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000168,0.8118782016546146,0.1881217983453865,No,14.91,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000169,0.8726321585903083,0.12736784140969165,No,16.53,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000171,0.8118782016546146,0.1881217983453865,No,18.94,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000172,0.9602422907488988,0.03975770925110132,No,11.92,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000173,0,1,No,94.61,High-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000174,0.8638229322619907,0.13617706773800936,No,49.65,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000175,0.9987156186452293,0.0012843813547707623,No,22.2,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000176,0.931779094256249,0.06822090574375078,No,2.65,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000178,0.8691268200909323,0.130873179909068,No,11.45,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000179,0.8336573783816347,0.16634262161836616,No,8.61,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000180,0.8876101321585903,0.11238986784140972,No,99.51,High-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000182,0.964110712130639,0.03588928786936091,No,20.05,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000183,0.6,0.4,No,43.15,Low-quality,unclear,Not-determined
cn_080913_8_1_ph_rerun_000000000184,0.8691268200909323,0.130873179909068,No,10.64,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000185,0.8118782016546146,0.1881217983453865,No,6.81,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000186,0.9526982378854626,0.047301762114537446,No,19.16,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000187,0.0125,0.9875,No,57.78,Medium-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000188,0.8958970347267241,0.10410296527327581,No,18.48,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000189,0,1,No,14.29,Low-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000190,0.785153267283241,0.2148467327167599,No,11.98,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000192,0.8118782016546146,0.1881217983453865,No,12.76,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000194,0.0375,0.9625,No,45.3,Low-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000198,0,1,No,NA,Not-determined,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000199,0.7625,0.2375,No,100,Complete,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000200,0.7961188274744149,0.20388117252558607,No,27.47,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000201,0.8771999238308108,0.1228000761691896,No,15.73,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000202,0.9577330791352491,0.042266920864750895,No,19.9,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000204,0.8118782016546146,0.1881217983453865,No,12.06,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000205,0.5625,0.4375,No,81.12,Medium-quality,unclear,Not-determined
cn_080913_8_1_ph_rerun_000000000206,0.0125,0.9875,No,13.09,Low-quality,lysogenic,bacphlip
cn_080913_8_1_ph_rerun_000000000207,0.975,0.025,No,32.01,Low-quality,lytic,checkv & bacphlip
cn_080913_8_1_ph_rerun_000000000208,0.8118782016546146,0.1881217983453865,No,3.84,Low-quality,lytic,checkv & bacphlip
