contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
080913_2_rerun_k141_1037009	4407	No	NA	6	2	0	Low-quality	Genome-fragment	3.17	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_815459	3914	No	NA	13	2	0	Low-quality	Genome-fragment	4.61	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2767470	2858	No	NA	3	2	0	Low-quality	Genome-fragment	6.51	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_1898919	3069	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
cn_080913_2_rerun_000000000118	17111	No	NA	20	13	1	Low-quality	Genome-fragment	38.98	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_1471865	3904	No	NA	4	3	0	Low-quality	Genome-fragment	9.36	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_1899579	4102	No	NA	10	1	0	Low-quality	Genome-fragment	9.89	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_1037872	2582	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.09	no viral genes detected
080913_2_rerun_k141_2768096	2769	No	NA	6	3	0	Low-quality	Genome-fragment	4.67	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_2992143	2771	No	NA	2	0	1	Low-quality	Genome-fragment	1.59	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080913_2_rerun_k141_3211662	3350	No	NA	7	2	0	Low-quality	Genome-fragment	2.24	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_2768444	2709	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_3211722	3663	No	NA	4	3	0	Low-quality	Genome-fragment	4.51	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_610240	2516	No	NA	4	0	0	Low-quality	Genome-fragment	7.37	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080913_2_rerun_k141_2121360	3407	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_3211771	3656	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000407	6994	No	NA	14	6	0	Low-quality	Genome-fragment	13.85	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_3212054	3793	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_380932	3652	No	NA	7	1	0	Low-quality	Genome-fragment	8.73	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_381021	2592	No	NA	4	4	0	Low-quality	Genome-fragment	5.41	AAI-based (medium-confidence)	0.0	1.0	
raw-080913-2_rerun_bin_136_k141_817359	5032	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_171182	3992	No	NA	2	1	0	Low-quality	Genome-fragment	1.16	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_381482	8457	No	NA	11	1	0	Low-quality	Genome-fragment	15.43	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000064	12654	No	NA	21	4	0	Medium-quality	Genome-fragment	87.08	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000402	12316	No	NA	13	10	0	Low-quality	Genome-fragment	20.69	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_172527	2941	No	NA	4	2	0	Low-quality	Genome-fragment	10.94	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_1692824	2510	No	NA	3	2	0	Low-quality	Genome-fragment	5.42	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_1902606	4751	No	NA	7	3	0	Low-quality	Genome-fragment	4.96	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000307	42122	No	NA	73	9	1	Medium-quality	Genome-fragment	56.22	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2771263	4200	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_2995011	3434	No	NA	6	2	0	Low-quality	Genome-fragment	7.72	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_382966	5325	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.12	no viral genes detected
cn_080913_2_rerun_000000000420	5803	No	NA	6	5	0	Low-quality	Genome-fragment	14.19	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_2344498	10884	No	NA	17	4	1	Low-quality	Genome-fragment	14.84	HMM-based (lower-bound)	0.0	1.0	
raw-080913-2_rerun_bin_7_k141_383271	9171	Yes	1672	9	2	3	Low-quality	Genome-fragment	3.77	AAI-based (medium-confidence)	81.77	1.0	
080913_2_rerun_k141_1257162	2751	No	NA	4	3	0	Low-quality	Genome-fragment	7.21	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_613623	2547	No	NA	8	2	0	Low-quality	Genome-fragment	4.55	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_820137	2703	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_3431237	3202	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1476011	3345	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_2772485	4929	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_83_k141_384301	3935	No	NA	8	3	0	Low-quality	Genome-fragment	10.49	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_1904122	2969	No	NA	7	4	0	Low-quality	Genome-fragment	6.93	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_2559780	3618	No	NA	6	3	0	Low-quality	Genome-fragment	7.48	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000158	5729	No	NA	7	2	0	Low-quality	Genome-fragment	10.95	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000719	13611	No	NA	19	1	0	Low-quality	Genome-fragment	18.98	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1043173	3198	No	NA	9	2	0	Low-quality	Genome-fragment	3.38	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2996737	2733	No	NA	2	1	0	Low-quality	Genome-fragment	4.93	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_2560148	3002	No	NA	1	1	0	Low-quality	Genome-fragment	27.99	HMM-based (lower-bound)	0.0	1.01	
080913_2_rerun_k141_2346781	2524	No	NA	6	1	0	Low-quality	Genome-fragment	5.66	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_385133	9132	No	NA	10	1	0	Low-quality	Genome-fragment	20.16	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000100	17141	No	NA	20	13	0	Low-quality	Genome-fragment	43.56	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_3217956	4287	No	NA	8	1	0	Low-quality	Genome-fragment	3.84	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1905411	2794	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
080913_2_rerun_k141_3433264	3426	No	NA	6	1	0	Low-quality	Genome-fragment	5.46	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_3218139	2707	No	NA	5	3	0	Low-quality	Genome-fragment	5.2	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000610	7596	No	NA	10	8	0	Low-quality	Genome-fragment	21.5	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_1260427	3829	No	NA	4	1	0	Low-quality	Genome-fragment	7.3	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_3433679	4005	No	NA	2	1	0	Low-quality	Genome-fragment	39.23	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1696861	3108	No	NA	4	2	0	Low-quality	Genome-fragment	5.64	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2348086	2612	No	NA	2	0	0	Low-quality	Genome-fragment	1.77	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
080913_2_rerun_k141_2775250	7638	No	NA	11	2	0	Low-quality	Genome-fragment	9.97	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000241	5462	No	NA	4	3	0	Low-quality	Genome-fragment	14.22	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_1697092	9902	No	NA	4	0	1	Low-quality	Genome-fragment	5.4	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080913_2_rerun_k141_3219190	3669	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
cn_080913_2_rerun_000000000368	8033	No	NA	4	1	0	Low-quality	Genome-fragment	15.21	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_824087	2882	No	NA	3	1	0	Low-quality	Genome-fragment	9.67	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_1697573	2685	No	NA	4	1	0	Low-quality	Genome-fragment	1.33	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_2563188	58340	No	NA	58	3	8	Medium-quality	Genome-fragment	52.64	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1261940	2738	No	NA	3	2	0	Low-quality	Genome-fragment	6.36	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000554	20723	No	NA	23	6	0	Low-quality	Genome-fragment	13.87	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_1481110	2691	No	NA	4	1	0	Low-quality	Genome-fragment	1.72	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_388995	4078	No	NA	6	2	0	Low-quality	Genome-fragment	4.53	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1047883	4107	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1909329	2728	No	NA	5	0	0	Low-quality	Genome-fragment	4.08	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080913_2_rerun_k141_3222227	4686	No	NA	10	1	0	Low-quality	Genome-fragment	9.82	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_180938	2804	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
raw-080913-2_rerun_bin_10_k141_1048370	2561	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_3002197	2830	No	NA	7	1	0	Low-quality	Genome-fragment	1.76	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2778932	2721	No	NA	8	1	0	Low-quality	Genome-fragment	4.36	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2565362	3171	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
080913_2_rerun_k141_3002509	4310	No	NA	5	0	1	Low-quality	Genome-fragment	5.65	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1483368	3220	No	NA	6	1	0	Low-quality	Genome-fragment	2.08	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1049305	4548	No	NA	8	4	0	Low-quality	Genome-fragment	5.84	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1911157	2809	No	NA	6	3	0	Low-quality	Genome-fragment	1.96	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_391787	3145	No	NA	4	1	0	Low-quality	Genome-fragment	29.32	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2353209	3336	No	NA	4	1	0	Low-quality	Genome-fragment	4.52	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2132117	2878	No	NA	8	5	0	Low-quality	Genome-fragment	4.34	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1266149	2693	No	NA	6	0	0	Low-quality	Genome-fragment	6.24	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000040	10617	No	NA	19	3	1	Low-quality	Genome-fragment	22.7	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_3004367	2907	No	NA	2	1	0	Low-quality	Genome-fragment	4.76	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1484967	2582	No	NA	6	0	0	Low-quality	Genome-fragment	3.32	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080913_2_rerun_k141_829788	4187	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1266944	2765	No	NA	2	1	0	Low-quality	Genome-fragment	0.22	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2567736	3033	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_2567766	2809	Yes	2287	6	1	1	Low-quality	Genome-fragment	2.91	HMM-based (lower-bound)	18.58	1.0	
raw-080913-2_rerun_bin_2_k141_1267283	3837	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1050826	3692	No	NA	7	3	0	Low-quality	Genome-fragment	7.67	AAI-based (high-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000464	5085	No	NA	9	1	0	Low-quality	Genome-fragment	12.14	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_1267621	6283	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
raw-080813-7-mc_bin_3_k141_1267722	3442	No	NA	5	2	0	Low-quality	Genome-fragment	1.73	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000121	7946	No	NA	13	2	0	Low-quality	Genome-fragment	16.01	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_3226102	10966	No	NA	16	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000627	8830	No	NA	18	6	0	Low-quality	Genome-fragment	18.7	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_2568787	3417	No	NA	2	1	0	Low-quality	Genome-fragment	1.2	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_3226470	3990	Yes	1824	3	1	1	Low-quality	Genome-fragment	2.17	AAI-based (medium-confidence)	54.29	1.0	
cn_080913_2_rerun_000000000629	12477	No	NA	23	12	0	Low-quality	Genome-fragment	24.13	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_1268351	3172	No	NA	2	1	0	Low-quality	Genome-fragment	29.57	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1268417	2535	No	NA	2	0	2	Low-quality	Genome-fragment	1.91	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080913_2_rerun_k141_394676	3020	No	NA	6	1	0	Low-quality	Genome-fragment	2.69	HMM-based (lower-bound)	0.0	1.01	
080913_2_rerun_k141_394712	3810	No	NA	8	1	0	Low-quality	Genome-fragment	5.31	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_184891	4892	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1913900	2673	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1268582	3213	No	NA	12	1	0	Low-quality	Genome-fragment	2.06	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_831770	3649	No	NA	8	1	0	Low-quality	Genome-fragment	4.55	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1052203	2990	No	NA	1	1	0	Low-quality	Genome-fragment	44.67	AAI-based (high-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000670	6106	No	NA	10	8	0	Low-quality	Genome-fragment	10.22	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2357047	4518	No	NA	6	3	0	Low-quality	Genome-fragment	11.23	AAI-based (high-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000521	6154	No	NA	14	10	1	Low-quality	Genome-fragment	14.46	AAI-based (high-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000128	5280	No	NA	8	2	0	Low-quality	Genome-fragment	8.69	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2784925	4369	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
080913_2_rerun_k141_833829	2530	No	NA	8	0	0	Low-quality	Genome-fragment	3.02	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1053986	2721	No	NA	4	1	0	Low-quality	Genome-fragment	2.96	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_1054019	2502	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_3229213	6681	No	NA	5	0	2	Low-quality	Genome-fragment	8.81	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
080913_2_rerun_k141_187522	3728	No	NA	3	2	0	Low-quality	Genome-fragment	11.12	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000481	33314	No	NA	46	28	1	High-quality	High-quality	99.3	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000580	18038	No	NA	23	8	0	Low-quality	Genome-fragment	24.04	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000182	15869	No	NA	23	12	0	High-quality	High-quality	97.71	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000577	7508	No	NA	13	1	1	Low-quality	Genome-fragment	8.23	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_3009739	3694	No	NA	6	2	0	Low-quality	Genome-fragment	2.22	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000045	12137	No	NA	11	10	0	Low-quality	Genome-fragment	31.95	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_1490576	3777	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000499	8131	No	NA	14	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_3231301	3701	No	NA	8	3	0	Low-quality	Genome-fragment	8.25	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_3010804	4431	No	NA	11	1	0	Low-quality	Genome-fragment	4.04	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000603	16009	No	NA	20	5	1	Low-quality	Genome-fragment	14.68	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2575152	3226	No	NA	7	2	0	Low-quality	Genome-fragment	3.28	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1274291	4520	No	NA	8	3	0	Low-quality	Genome-fragment	10.56	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_836875	7757	No	NA	12	1	0	Low-quality	Genome-fragment	10.86	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_629925	2601	No	NA	4	4	0	Low-quality	Genome-fragment	5.64	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_1274450	3461	No	NA	2	1	0	Low-quality	Genome-fragment	1.93	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_400738	3014	No	NA	3	1	0	Low-quality	Genome-fragment	3.34	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_3232650	4445	No	NA	9	4	0	Low-quality	Genome-fragment	7.37	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000006	6248	No	NA	10	6	0	Low-quality	Genome-fragment	13.55	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_3232937	5331	No	NA	3	0	3	Low-quality	Genome-fragment	2.87	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1710736	2938	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_401530	2732	No	NA	3	3	0	Low-quality	Genome-fragment	4.06	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2362885	3198	No	NA	5	3	0	Low-quality	Genome-fragment	4.61	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1920308	4236	No	NA	7	4	0	Low-quality	Genome-fragment	10.09	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_1710970	5942	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000754	7999	No	NA	13	5	0	Low-quality	Genome-fragment	11.82	HMM-based (lower-bound)	0.0	1.0	
raw-080813-7-mc_bin_771_k141_192792	5229	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_839355	3687	No	NA	2	1	0	Medium-quality	Genome-fragment	59.2	AAI-based (medium-confidence)	0.0	1.01	
cn_080913_2_rerun_000000000316	5102	No	NA	9	9	0	Low-quality	Genome-fragment	15.51	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_1277065	2974	No	NA	7	2	0	Low-quality	Genome-fragment	5.45	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000080	10642	No	NA	18	2	0	Low-quality	Genome-fragment	13.41	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_3450674	2639	No	NA	2	1	0	Low-quality	Genome-fragment	3.03	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000794	9949	No	NA	21	8	0	Low-quality	Genome-fragment	17.8	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000727	12670	No	NA	23	7	1	Low-quality	Genome-fragment	27.24	AAI-based (medium-confidence)	0.0	1.01	
080913_2_rerun_k141_1495843	3802	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080913_2_rerun_000000000051	8161	No	NA	13	1	0	Low-quality	Genome-fragment	5.21	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000454	8694	No	NA	12	9	0	Low-quality	Genome-fragment	19.32	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_195300	3809	No	NA	10	6	0	Low-quality	Genome-fragment	5.7	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1279051	2590	No	NA	2	1	0	Low-quality	Genome-fragment	6.31	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_1714650	4521	No	NA	10	7	0	Low-quality	Genome-fragment	7.14	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2145608	3916	No	NA	4	2	0	Low-quality	Genome-fragment	5.08	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_2367680	3654	No	NA	10	0	0	Low-quality	Genome-fragment	5.51	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080913_2_rerun_k141_195937	4462	No	NA	11	3	0	Low-quality	Genome-fragment	11.49	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_405977	2619	No	NA	5	1	0	Low-quality	Genome-fragment	3.52	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_2146127	3217	No	NA	7	1	0	Low-quality	Genome-fragment	4.94	HMM-based (lower-bound)	0.0	1.0	
raw-080813-7-mc_bin_782_k141_1279759	3033	No	NA	3	3	0	Low-quality	Genome-fragment	7.21	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_3017665	2881	No	NA	7	3	0	Low-quality	Genome-fragment	5.45	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000276	27968	No	NA	43	18	0	Medium-quality	Genome-fragment	57.98	AAI-based (medium-confidence)	0.0	1.0	
cn_080913_2_rerun_000000000290	5578	No	NA	7	1	0	Low-quality	Genome-fragment	4.99	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1280475	3582	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1063116	2948	No	NA	3	1	0	Low-quality	Genome-fragment	4.72	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1063207	15892	No	NA	20	3	3	Low-quality	Genome-fragment	13.28	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000746	6912	No	NA	17	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_2795685	4305	No	NA	2	1	0	Low-quality	Genome-fragment	7.17	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_3239141	4530	No	NA	7	3	0	Low-quality	Genome-fragment	9.67	AAI-based (high-confidence)	0.0	1.0	
080913_2_rerun_k141_1498942	3380	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.05	no viral genes detected
080913_2_rerun_k141_407909	3411	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1926390	2993	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_1063893	4423	No	NA	8	0	0	Low-quality	Genome-fragment	8.97	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080913_2_rerun_k141_198086	4086	No	NA	9	2	0	Low-quality	Genome-fragment	5.71	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1499419	2732	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080913_2_rerun_k141_198238	2570	No	NA	7	1	0	Low-quality	Genome-fragment	1.34	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000436	6400	No	NA	12	2	0	Low-quality	Genome-fragment	6.86	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_1717451	2559	No	NA	8	1	0	Low-quality	Genome-fragment	3.35	HMM-based (lower-bound)	0.0	1.0	
080913_2_rerun_k141_638406	3390	No	NA	9	3	0	Low-quality	Genome-fragment	6.97	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000706	20322	No	NA	28	17	0	Low-quality	Genome-fragment	26.91	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000214	10771	No	NA	24	6	0	Low-quality	Genome-fragment	29.47	AAI-based (high-confidence)	0.0	1.0	
raw-080913-2_rerun_bin_168_k141_3019729	20513	No	NA	17	1	2	Low-quality	Genome-fragment	13.13	HMM-based (lower-bound)	0.0	1.0	
cn_080913_2_rerun_000000000766	5831	No	NA	9	1	0	Low-quality	Genome-fragment	7.06	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_198935	2959	No	NA	3	3	0	Low-quality	Genome-fragment	7.52	AAI-based (medium-confidence)	0.0	1.0	
080913_2_rerun_k141_409605	2635	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
